Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
4/30/1990,21:35,"Ship Sands Island, ON, Canada",40.7766422,-73.8742467,Frontier Air,,"Timmins, Ontario - Ship Sands Island, Ontario",Beechcraft C99,C-FGAW,U197,4,2,2,1,0,1,0,While on VOR approach the aircraft flew into the ground.
4/30/1990,21:38,"Tarbert, England",33.93911,67.709953,Military - Royal Air Force,,Timmins - Moosonee,Avro Shackleton AEW-2,WR965,U-197,10,0,10,10,0,10,0,Crashed into a mountain in poor weather while en route.
5/5/1990,15:00,"Guatamala City , Guatemala",33.0501546,65.0868788,Aerial Transit Company,,Guatamala City - La Aurora,Douglas DC-6BF,N84BL,43739/279,3,0,3,3,0,3,24,The aircraft experienced engine failure on takeoff at about V2 and crashed into houses 8 km SE of the airport.
5/10/1990,8:55,"Tuxtla-Gutierrez, Mexico",18.1364287,75.0961549,Avicsa,,Tapachula - Tuxtla-Gutierrez,Fairchild F-27,F-GHXA,101,40,35,5,20,15,5,0,"Crashed 3  miles short of the runway on approach, striking trees. The accident was attributed to a lack of coordination between the crew during the approach and their lack of experience on the type of aircraft."
5/11/1990,,"Near Wurzburg , Germany",54.5181925,-128.603154,Military - Luftwaffe,,,Transall C-160D,50-39,D61,10,0,10,10,0,10,0,During a low level flight the crew lost reference with the ground and crashed.
5/11/1990,,"Manila, Philippines",35.9601008,-112.1351371,Philippine Air Lines,,Manila - Iloilo,Boeing B-737-3Y0,EI-BZG,24466,119,113,6,8,8,0,0,There was an explosion in the center fuel tank while the aircraft was being pushed back for flight. Ignition of vapors in the empty center tank probably resulted from faulty wiring. Several causes have been presumed including chafed insulation on the wiring for the center fuel tank float level switch and damaged insulation on the wiring of the nearby wing anti-ice valve.
5/18/1990,6:25,"Manila, Philippines",52.1814619,32.5839939,Aerolift Philippines,75,Manila - Surigao City,Beechcraft 1900C-1,RP-C314,UC-46,21,19,2,21,19,2,4,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot  made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine."
6/6/1990,5:29,"Near Altamira, Brazil",44.8988097,-76.2485592,TABA,,Belem - Altamira,Fairchild FH-227B,PT-ICA,570,42,39,3,23,21,2,0,"The pilot switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error."
6/6/1990,19:00,"Thistle Lake, Northwest Territory, Canada",32.7120883,-94.1212965,Ptarmigan Airways,,,de Havilland Canada DHC-6 Twin Otter 300,C-FWAB,349,2,0,2,2,0,2,0,The cargo plane failed to gain altitude and crashed into a parked helicopter.
6/10/1990,7:33,"Oxfordshire, England",39.8400557,-74.1913002,British Airways,5390,"Birmingham, England - Malaga, Spain",BAC One-Eleven 528FL,G-BJRT,BAC 234,85,NULL,NULL,0,NULL,NULL,0,"While en route, at FL 173, a large section of windshield  fell away from the aircraft. The decompression pulled the captain out from under his seatbelt. Despite trying to hold onto the yoke, the captain was sucked out into the opening. A steward in the cockpit was able to grab hold of his legs. Another steward was able to strap himself into the vacant seat and aid in holding onto the captain's legs. The co-pilot wearing full restraints made an emergency landing at Southampton. The captain remained half way out of the aircraft for 15 minutes and suffered only frostbite and some fractures. Improper bolts used to replace the windshield two days earlier."
7/5/1990,,"Near Port Morseby, New Guinea",-8.3478186,-77.3895014,Douglas Airways,,Port Moresby-Woitape,Britten-Norman 2B-21 Islander,P2-DNJ,857,12,11,1,8,7,1,0,Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.
7/27/1990,,"Near Maymaneh, Afghanistan",61.52401,105.318756,Military - Afghan Republican Air Force,,,Mil Mi-8 (helicopter),,,30,25,5,30,25,5,0,Shot down by rebel forces.
7/31/1990,,"Near Huanuco, Peru",47.3074269,39.6434982,Servicio Expresso Nacional,,,Beech King Air B90,OB-1362,LJ-0448,9,8,1,9,8,1,0,Crashed during an emergency landing.
8/1/1990,11:10,"Stepanakert, Azerbaijan, USSR",14.0607145,-87.1824529,Aeroflot,,Yerevan - Zvartnots,Yakovlev YAK-40,CCCP-87453,9431036,47,43,4,47,43,4,0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent."
8/10/1990,,"Near Shindand, Afghanistan",53.0583997,158.6320734,Military - Afghan Republican Air Force,,,Antonov AN-12,,,83,78,5,83,78,5,0,Crashed shortly after takeoff. Mechanical failure or possibly shot down.
8/27/1990,1:00,"Elkhorn, Wisconsin",23.9871434,121.6014001,Private - Omniflight Helicopters,-,"Elkhorn, WI - Chicago, IL",Bell BHT-206-B Helicopter,N16933,23338,5,4,1,5,4,1,0,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot."
8/29/1990,0:34,"Near Kaiserslautern, Germany",21.1597222,-156.7422221,Military - U.S. Air Force,,Ramstein AB - Rhein-Main AB,Lockheed C-5A,68-0228,31,17,9,8,13,6,7,0,"Just after taking off, the aircraft drifted to the left and clipped trees eventually crashing 3,000 ft. past the end of the runway. Possible inadvertent deployment of a thrust reverser."
9/3/1990,15:20,"Kaltag, Alaska",6.3156068,-10.8073698,Frontier Flying Service,,"Nulato, AK - Kaltag, AK",Piper PA-31-325 Navajo,N59783,317612024,10,9,1,3,3,0,0,Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.
9/11/1990,15:30,"Off Newfoundland, Canada",-29.0933536,28.3822882,Faucett,,Malta - Miami - ReykjavÃ­k - Gander,Boeing B-727-247,OB-1303,20266/760,18,15,3,18,15,3,0,The aircraft ran out of fuel and crashed into the sea. The last message that was heard from the crew was they were low on fuel and preparing to ditch.
9/12/1990,,"Off Sondre Stromfjord, Greenland",57.1553394,65.5618636,Nuna Air,,Sondre Stomfjord - Goose Bay,Cessna 441 Conquest II,OY-CGM,229,8,6,2,8,6,2,0,"Crashed into the sea 80nm southwest of its departure point. According to ATC tapes, the crew was being incapacitated by hypoxia prior to crashing."
9/14/1990,1:53,"Koltsovo, Russia",41.153332,20.168331,Aeroflot,,Volgograd - Sverdlovsk,Yakovlev YAK-42,CCCP-42351,1811379,128,122,6,4,3,1,0,"The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night."
9/20/1990,19:40,"Off Fernando de Noronha, Brazil",37.5652129,126.9773517,SUDENE,,Fernando de Noronha -  Recife,Embraer 110P1 Bandeirante,PT-FAW,110368,12,10,2,12,10,2,0,"The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off,  entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes."
9/24/1990,7:02,"San Luis Obispo, California",4.7109886,-74.072092,HiTech Helicopters,,"Van Nuys, CA - San Luis Obispo, CA",Cessna 501 Citation,N79DD,500-0254,4,2,2,4,2,2,0,Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11 in heavy fog.  The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.
10/2/1990,9:15,"Guangzhou, China",-15.0201931,15.9699878,China Southern Airlines / Xiamen Airlines,?/8301,Guangzhou - Shanghi,Boeing B-737-247 / Boeing B-757-21B,B-2812/B-2510,24758/282 / 23189/1072,226,205,21,128,121,7,0,"Shortly after taking off a hijacker entered the cockpit and demanded to be flown to Hong Kong. The captain circled for 30 minutes and after a struggle in the cockpit, attempted to land at Guangzhou, hitting the runway hard, clipping a B-707, crashing into a B-757, filpping over and bursing into flames. Eighty-two aboard the B-737 and 46 aboard the B-757 were killed. Later figures suggest the death toll was 132 and included the hijacker and driver of a vehicle."
10/3/1990,20:08,"Cape Canaveral, Florida",10.2110018,-66.8677563,Eastern Air Lines,791,,McDonnell Douglas DC-9-31,N8923E,45838/104,97,91,6,1,1,0,0,The aircraft experienced severe turbulence after entering overhang of a thunderstorm at FL 310. Three passengers received serious injuries. One passenger died 20 days after the accident. Failure of the captain to follow procedures by allowing the aircraft to continue into the overhang anvil of a thunderstorm. Failure of the passengers to abide by instructions concerning the use of seat belts. Failure of the flight attendants to enforce the use of seat belts.
10/19/1990,15:25,"Near Bella Vista, Bolivia",41.1616556,-71.5842643,BAFIN,,Bella Vista - La Paz,Douglas C-47B-40-DK,CP-735,15805/33553,4,2,2,4,2,2,0,Disappeared en route. Wreckage found 6 years later in the Andes.
10/24/1990,1:58,"Santiago de Cuba, Cuba",38.539967,-76.747688,Cubana de Aviacion,2886,Camaguey - Santiago de Cuba,Yakovlev YAK-40,CU-T1202,9631449,31,24,7,11,9,2,0,Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.
11/14/1990,19:11,"Stadelberg, Switzerland",-10.8215078,-65.3559536,Alitalia,404,Milano - ZÃ¼rich,McDonnell Douglas DC-9-32,I-ATJA,47641/746,46,40,6,46,40,6,0,"The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basic procedural instructions during the approach. ATC  did not observe the leaving of the cleared altitude of 4,000 ft."
11/18/1990,,"Near Medellin, Colombia",46.2305049,-119.0922316,SATENA,,QuibdÃ³ - BogotÃ¡,CASA 212 Aviocar 200,FAC-1150,303,16,12,4,16,12,4,0,"Crashed into a jungle mountain, Mt. Los Farllones, in poor weather. Controlled flight into terrain."
11/19/1990,14:00,"Near Ashkhabad, Turkmenistan, USSR",44.5632677,25.3419367,Aeroflot,,,Mil Mi-8T,CCCP-22389,7270,15,13,2,15,13,2,0,Crashed landed after experiencing severe turbulence and engine failure.
11/21/1990,11:15,"Koh Samui, Thailand",-44.6716487,167.9261669,Bangkok Airways,125,Bangkok - Koh Samui,de Havilland Canada DHC-8-103,OB-1358,T210-63675,38,33,5,38,33,5,0,"After receiving a runway change, the crew executed a missed approach.  They became confused on which way to go. They entered an area of clouds and heavy rain, became disoriented and descended in a left wing down attitude until they impacted the ground at a coconut plantation. The pilots experienced spatial disorientation which resulted in improper control of the aircraft. Numerous procedural errors and poor cockpit discipline by the crew. The pilot flew into weather conditions where he had no visual reference. Lack of cross-checking and monitoring of altitude. Improper monitoring the flight instruments."
11/25/1990,,"Off Ravenna, Italy",-7.6145292,110.7122465,Eitos,,,Aerospatiale 330J Puma,I-EHPA,1133,13,12,1,13,12,1,0,The helicopter crashed into the sea during a storm.
12/3/1990,13:45,"Romulus, Michigan",56.9047012,59.9430228,Northwest Airlines/ Northwest Airlines,299/1482,Detroit - Pittsburg,Boeing B-727-251 / MD Douglas DC-9-14,N278US/N3313L,21157 / 45708/77,198,186,12,8,7,1,0,Ground collision in dense fog. The 727 was on its takeoff roll when the DC-9 taxied onto the active runway. Improper crew coordination aboard the DC-9.  Failure to stop and alert ATC of positional uncertainty. Eight killed aboard the DC-9. None aboard the B-727.
12/4/1990,,"Nairobi, Kenya",9.8768429,-84.1422706,Sudania Air Cargo,,Khartoum - Nairobi,Boeing B-707-320F,ST-SAC,19377/666,10,7,3,10,7,3,0,"Undershot the runway by 4km on a second approach, hit powerlines and crashed in fog."
12/6/1990,,"Near Matak, Indonesia",39.2508229,-106.2925238,Pelita Air Service,,,IPTN 332C Super Puma,PK-PUI,NSP4/2022,12,NULL,NULL,10,NULL,NULL,0,The helicopter crashed into the sea.
1/10/1991,18:00,"Near Paramo Mucuti, Venezuela",10.4805937,-66.9036063,Military - Venezuelan Navy,,Caracas - Merida,CASA 212 Aviocar 200,ARV-0209,264,22,19,3,21,18,3,0,"Crashed into Paramo Mucuti Mountain, 35 miles from it's destination of Merida. The last message from the pilot was he was unable to land because of adverse weather conditions and was declaring an emergency. The flight was transporting a funeral party for a Navy flyer killed a few days before. The only survivor was another Navy flyer who had also survived the earlier accident."
1/30/1991,13:00,"Jalaludin, Indonesia",-8.4112952,116.4573488,Merpati Nusantara Airlines,,Manado - Gorontalo,CASA 212 Aviocar 200,PK-NCY,258/78N,21,18,3,1,1,0,0,The plane made a forced landing during poor weather conditions and crashed into trees on a ridge. All passengers survived but one elderly passenger died while waiting for rescue.
1/31/1991,,"Near Ras Al Khafji, Saudi Arabia",40.8823207,-73.5059562,Lockheed AC-130H Hercules,,,Military - U.S. Air Force,69-6567,4341,14,0,14,14,0,14,0,Shot down by a surface-to-air missile during operation Desert Storm.
2/1/1991,18:07,"LAX, Los Angeles, California",48.2388147,96.0703019,USAir / Skywest Airlines,1493/5569,Columbus - Los Angeles \  Los Angeles - Fresno,Boeing B-737-300 / Swearingen SA-227AC,N388US/N683AV,23310/1145 / AC-683,101,93,8,34,30,4,0,"The Skywest Metroliner was told to taxi into position for takeoff and hold. The ATC became preoccupied with another aircraft that departed the tower frequency. A Wings West aircraft reporting ""ready for takeoff"", caused some confusion because the controller didn't have a flight progress strip in front of her. The strip appeared to have been misfiled at the clearance delivery position. The USAir, which was cleared to land, struck the rear of the Metroliner. After the collision, both planes slid off the runway into an unoccupied fire station and burst into flames.The failure of the Los Angeles Air Traffic facility management to implement procedures that provided redundancy comparable to the requirements contained in the National Operational Position Standards and the failure of the FAA ATS to provide adequate policy direction and oversight to its ATC facility managers. These failures created an environment in the Los Angeles ATC tower that ultimately led to the failure of the  controller to maintain awareness of the traffic situation, culminating in the inappropriate clearances and the subsequent collision of the USAir and SkyWest aircraft. Twenty-two killed aboard the USAir and all 12 aboard the Metroliner. One additional person died 31 days after the accident making it 35 killed."
